title,year,genres,description,language,poster_url,combined
The World's End,2013,"Action,Comedy,Sci-Fi",Five friends who reunite in an attempt to top their epic pub crawl from twenty years earlier unwittingly become humanity's only hope for survival.,,https://image.tmdb.org/t/p/w500/kpglnOBYmKn0AkkWDzGxzKHDbds.jpg,"The World's End Five friends who reunite in an attempt to top their epic pub crawl from twenty years earlier unwittingly become humanity's only hope for survival. Action,Comedy,Sci-Fi"
Their Finest,2016,"Comedy,Drama,Romance","A former secretary, newly appointed as a scriptwriter for propaganda films, joins the cast and crew of a major production while the Blitz rages around them.",,https://image.tmdb.org/t/p/w500/tF0dhJfxzOjvkybJVfNPuuj5ClH.jpg,"Their Finest A former secretary, newly appointed as a scriptwriter for propaganda films, joins the cast and crew of a major production while the Blitz rages around them. Comedy,Drama,Romance"
There Will Be Blood,2007,"Drama,History","A story of family, religion, hatred, oil and madness, focusing on a turn-of-the-century prospector in the early days of the business.",,https://image.tmdb.org/t/p/w500/fa0RDkAlCec0STeMNAhPaF89q6U.jpg,"There Will Be Blood A story of family, religion, hatred, oil and madness, focusing on a turn-of-the-century prospector in the early days of the business. Drama,History"
This Beautiful Fantastic,2016,"Comedy,Drama,Fantasy","A young woman who dreams of being a children's author makes an unlikely friendship with a cantankerous, rich old widower.",,https://image.tmdb.org/t/p/w500/22b9jLGJ8OVzlEnWzqF0yRy5Na3.jpg,"This Beautiful Fantastic A young woman who dreams of being a children's author makes an unlikely friendship with a cantankerous, rich old widower. Comedy,Drama,Fantasy"
This Is 40,2012,"Comedy,Romance","Pete and Debbie are both about to turn 40, their kids hate each other, both of their businesses are failing, they're on the verge of losing their house, and their relationship is threatening to fall apart.",,https://image.tmdb.org/t/p/w500/mzUuOIFoVkRTHACRb58vm6mkbBN.jpg,"This Is 40 Pete and Debbie are both about to turn 40, their kids hate each other, both of their businesses are failing, they're on the verge of losing their house, and their relationship is threatening to fall apart. Comedy,Romance"
This Is the End,2013,"Comedy,Fantasy","While attending a party at James Franco's house, Seth Rogen, Jay Baruchel and many other celebrities are faced with the Biblical Apocalypse.",,https://image.tmdb.org/t/p/w500/tNIW0NhX1hKvUsy6PQ80DOKUhkD.jpg,"This Is the End While attending a party at James Franco's house, Seth Rogen, Jay Baruchel and many other celebrities are faced with the Biblical Apocalypse. Comedy,Fantasy"
This Means War,2012,"Action,Comedy,Romance",Two top CIA operatives wage an epic battle against one another after they discover they are dating the same woman.,,https://image.tmdb.org/t/p/w500/7d1hwECRc1NZlGfAeYE42ki7Fem.jpg,"This Means War Two top CIA operatives wage an epic battle against one another after they discover they are dating the same woman. Action,Comedy,Romance"
Thor,2011,"Action,Adventure,Fantasy","The powerful but arrogant god Thor is cast out of Asgard to live amongst humans in Midgard (Earth), where he soon becomes one of their finest defenders.",,https://image.tmdb.org/t/p/w500/prSfAi1xGrhLQNxVSUFh61xQ4Qy.jpg,"Thor The powerful but arrogant god Thor is cast out of Asgard to live amongst humans in Midgard (Earth), where he soon becomes one of their finest defenders. Action,Adventure,Fantasy"
Thor: The Dark World,2013,"Action,Adventure,Fantasy","When Dr. Jane Foster gets cursed with a powerful entity known as the Aether, Thor is heralded of the cosmic event known as the Convergence and the genocidal Dark Elves.",,https://image.tmdb.org/t/p/w500/wp6OxE4poJ4G7c0U2ZIXasTSMR7.jpg,"Thor: The Dark World When Dr. Jane Foster gets cursed with a powerful entity known as the Aether, Thor is heralded of the cosmic event known as the Convergence and the genocidal Dark Elves. Action,Adventure,Fantasy"
Tinker Tailor Soldier Spy,2011,"Drama,Mystery,Thriller","In the bleak days of the Cold War, espionage veteran George Smiley is forced from semi-retirement to uncover a Soviet agent within MI6.",,https://image.tmdb.org/t/p/w500/e0dZ7TapGY9HtJ9xk1TUHPEOccl.jpg,"Tinker Tailor Soldier Spy In the bleak days of the Cold War, espionage veteran George Smiley is forced from semi-retirement to uncover a Soviet agent within MI6. Drama,Mystery,Thriller"
To Rome with Love,2012,"Comedy,Romance","The lives of some visitors and residents of Rome and the romances, adventures and predicaments they get into.",,https://image.tmdb.org/t/p/w500/f6yBjjTQaOIzSOLVcCqlfcWxUqW.jpg,"To Rome with Love The lives of some visitors and residents of Rome and the romances, adventures and predicaments they get into. Comedy,Romance"
Tomorrowland,2015,"Action,Adventure,Family","Bound by a shared destiny, a teen bursting with scientific curiosity and a former boy-genius inventor embark on a mission to unearth the secrets of a place somewhere in time and space that exists in their collective memory.",,https://image.tmdb.org/t/p/w500/kziYpr5Nfw60P0My8aj1sgCEqed.jpg,"Tomorrowland Bound by a shared destiny, a teen bursting with scientific curiosity and a former boy-genius inventor embark on a mission to unearth the secrets of a place somewhere in time and space that exists in their collective memory. Action,Adventure,Family"
Toni Erdmann,2016,"Comedy,Drama",A practical joking father tries to reconnect with his hard working daughter by creating an outrageous alter ego and posing as her CEO's life coach.,,https://image.tmdb.org/t/p/w500/v3gf7T8hb8aYv05X2jHmxJQWPZr.jpg,"Toni Erdmann A practical joking father tries to reconnect with his hard working daughter by creating an outrageous alter ego and posing as her CEO's life coach. Comedy,Drama"
Total Recall,2012,"Action,Adventure,Mystery","A factory worker, Douglas Quaid, begins to suspect that he is a spy after visiting Rekall - a company that provides its clients with implanted fake memories of a life they would like to have led - goes wrong and he finds himself on the run.",,https://image.tmdb.org/t/p/w500/hVUxVVzZ0WvvPIpKwsMPMDOQyqi.jpg,"Total Recall A factory worker, Douglas Quaid, begins to suspect that he is a spy after visiting Rekall - a company that provides its clients with implanted fake memories of a life they would like to have led - goes wrong and he finds himself on the run. Action,Adventure,Mystery"
Toy Story 3,2010,"Animation,Adventure,Comedy","The toys are mistakenly delivered to a day-care center instead of the attic right before Andy leaves for college, and it's up to Woody to convince the other toys that they weren't abandoned and to return home.",,https://image.tmdb.org/t/p/w500/AbbXspMOwdvwWZgVN0nabZq03Ec.jpg,"Toy Story 3 The toys are mistakenly delivered to a day-care center instead of the attic right before Andy leaves for college, and it's up to Woody to convince the other toys that they weren't abandoned and to return home. Animation,Adventure,Comedy"
Tracktown,2016,"Drama,Sport","A young, talented, and lonely long-distance runner twists her ankle as she prepares for the Olympic Trials and must do something she's never done before: take a day off.",,https://image.tmdb.org/t/p/w500/o5ym6La6Czr9vUGS28rJV8aXoPE.jpg,"Tracktown A young, talented, and lonely long-distance runner twists her ankle as she prepares for the Olympic Trials and must do something she's never done before: take a day off. Drama,Sport"
Trainwreck,2015,"Comedy,Drama,Romance","Having thought that monogamy was never possible, a commitment-phobic career woman may have to face her fears when she meets a good guy.",,https://image.tmdb.org/t/p/w500/wrY629UTCUAKLJ4CxQXz6DCE7pr.jpg,"Trainwreck Having thought that monogamy was never possible, a commitment-phobic career woman may have to face her fears when she meets a good guy. Comedy,Drama,Romance"
Tramps,2016,"Comedy,Romance",A young man and woman find love in an unlikely place while carrying out a shady deal.,,https://image.tmdb.org/t/p/w500/baXRDIafCF0qVkpySLpQp8bQMEv.jpg,"Tramps A young man and woman find love in an unlikely place while carrying out a shady deal. Comedy,Romance"
Trance,2013,"Crime,Drama,Mystery",An art auctioneer who has become mixed up with a group of criminals partners with a hypnotherapist in order to recover a lost painting.,,https://image.tmdb.org/t/p/w500/3MVYuyVknNA9yC0Gy6z3zDAiWfX.jpg,"Trance An art auctioneer who has become mixed up with a group of criminals partners with a hypnotherapist in order to recover a lost painting. Crime,Drama,Mystery"
Transcendence,2014,"Drama,Mystery,Romance","A scientist's drive for artificial intelligence, takes on dangerous implications when his consciousness is uploaded into one such program.",,https://image.tmdb.org/t/p/w500/qmOKJWl3wnXDcLhjtJHnCCCvAiO.jpg,"Transcendence A scientist's drive for artificial intelligence, takes on dangerous implications when his consciousness is uploaded into one such program. Drama,Mystery,Romance"
Transformers,2007,"Action,Adventure,Sci-Fi","An ancient struggle between two Cybertronian races, the heroic Autobots and the evil Decepticons, comes to Earth, with a clue to the ultimate power held by a teenager.",,https://image.tmdb.org/t/p/w500/1P7w3AImoEOWJX7nn3fdaKDfEQA.jpg,"Transformers An ancient struggle between two Cybertronian races, the heroic Autobots and the evil Decepticons, comes to Earth, with a clue to the ultimate power held by a teenager. Action,Adventure,Sci-Fi"
Transformers: Age of Extinction,2014,"Action,Adventure,Sci-Fi","Autobots must escape sight from a bounty hunter who has taken control of the human serendipity: Unexpectedly, Optimus Prime and his remaining gang turn to a mechanic, his daughter, and her back street racing boyfriend for help.",,https://image.tmdb.org/t/p/w500/jyzrfx2WaeY60kYZpPYepSjGz4S.jpg,"Transformers: Age of Extinction Autobots must escape sight from a bounty hunter who has taken control of the human serendipity: Unexpectedly, Optimus Prime and his remaining gang turn to a mechanic, his daughter, and her back street racing boyfriend for help. Action,Adventure,Sci-Fi"
Transformers: Dark of the Moon,2011,"Action,Adventure,Sci-Fi","The Autobots learn of a Cybertronian spacecraft hidden on the moon, and race against the Decepticons to reach it and to learn its secrets.",,https://image.tmdb.org/t/p/w500/28YlCLrFhONteYSs9hKjD1Km0Cj.jpg,"Transformers: Dark of the Moon The Autobots learn of a Cybertronian spacecraft hidden on the moon, and race against the Decepticons to reach it and to learn its secrets. Action,Adventure,Sci-Fi"
Transformers: Revenge of the Fallen,2009,"Action,Adventure,Sci-Fi","Sam Witwicky leaves the Autobots behind for a normal life. But when his mind is filled with cryptic symbols, the Decepticons target him and he is dragged back into the Transformers' war.",,https://image.tmdb.org/t/p/w500/pLBb0whOzVDtJvyD4DPeQyQNOqp.jpg,"Transformers: Revenge of the Fallen Sam Witwicky leaves the Autobots behind for a normal life. But when his mind is filled with cryptic symbols, the Decepticons target him and he is dragged back into the Transformers' war. Action,Adventure,Sci-Fi"
Transpecos,2016,Thriller,"For three Border Patrol agents working a remote desert checkpoint, the contents of one car will reveal an insidious plot within their own ranks. The next 24 hours will take them on a treacherous journey that could cost them their lives.",,https://image.tmdb.org/t/p/w500/3GglkPWXxHTqf7H2ptPLUb7p3Fb.jpg,"Transpecos For three Border Patrol agents working a remote desert checkpoint, the contents of one car will reveal an insidious plot within their own ranks. The next 24 hours will take them on a treacherous journey that could cost them their lives. Thriller"
Triangle,2009,"Fantasy,Mystery,Thriller","The story revolves around the passengers of a yachting trip in the Atlantic Ocean who, when struck by mysterious weather conditions, jump to another ship only to experience greater havoc on the open seas.",,https://image.tmdb.org/t/p/w500/cRlMrbc4Iof7vN0ZqHwJnMBYBLi.jpg,"Triangle The story revolves around the passengers of a yachting trip in the Atlantic Ocean who, when struck by mysterious weather conditions, jump to another ship only to experience greater havoc on the open seas. Fantasy,Mystery,Thriller"
Triple 9,2016,"Action,Crime,Drama",A gang of criminals and corrupt cops plan the murder of a police officer in order to pull off their biggest heist yet across town.,,https://image.tmdb.org/t/p/w500/q2kIq9yzEkOVhl1aeo0alJHtdfz.jpg,"Triple 9 A gang of criminals and corrupt cops plan the murder of a police officer in order to pull off their biggest heist yet across town. Action,Crime,Drama"
